Timestamp,Ambient,LED Group 625:625,LED Group 940:940,LED Group 525:525,Skin Temperature,Acceleration X,Acceleration Y,Acceleration Z
07.03.2018 15:11:27.977,-3259553,,,,,,,
07.03.2018 15:11:27.985,,-3190561,,,,,,
07.03.2018 15:11:27.992,,,-3162889,,,,,
07.03.2018 15:11:28.000,,,,-3085013,,,,
07.03.2018 15:11:27.157,,,,,,-0.24609375,0.21875,-0.92578125
07.03.2018 15:11:27.177,,,,,,-0.26171875,0.2109375,-0.94140625
07.03.2018 15:11:27.197,,,,,,-0.25390625,0.20703125,-0.91015625
07.03.2018 15:11:27.217,,,,,,-0.2265625,0.2421875,-0.9609375
07.03.2018 15:11:27.237,,,,,,-0.21484375,0.26953125,-0.9375
07.03.2018 15:11:27.257,,,,,,-0.23046875,0.31640625,-0.98828125
07.03.2018 15:11:28.007,-3259175,,,,,,,
07.03.2018 15:11:28.015,,-3190239,,,,,,
07.03.2018 15:11:28.022,,,-3162657,,,,,
07.03.2018 15:11:28.030,,,,-3086297,,,,
07.03.2018 15:11:28.037,-3260153,,,,,,,
07.03.2018 15:11:28.045,,-3191529,,,,,,
07.03.2018 15:11:28.052,,,-3165425,,,,,
07.03.2018 15:11:28.060,,,,-3089242,,,,
07.03.2018 15:11:28.067,-3262742,,,,,,,
07.03.2018 15:11:28.075,,-3194660,,,,,,
07.03.2018 15:11:28.082,,,-3168559,,,,,
07.03.2018 15:11:28.090,,,,-3092784,,,,
07.03.2018 15:11:28.097,-3265825,,,,,,,
07.03.2018 15:11:28.105,,-3197452,,,,,,
07.03.2018 15:11:28.112,,,-3172396,,,,,
07.03.2018 15:11:28.120,,,,-3097110,,,,
07.03.2018 15:11:28.127,-3270008,,,,,,,
07.03.2018 15:11:28.135,,-3201236,,,,,,
07.03.2018 15:11:28.142,,,-3176496,,,,,
07.03.2018 15:11:28.150,,,,-3101351,,,,
07.03.2018 15:11:28.157,-3275314,,,,,,,
07.03.2018 15:11:28.165,,-3207649,,,,,,
07.03.2018 15:11:28.172,,,-3183776,,,,,
07.03.2018 15:11:28.180,,,,-3109686,,,,
07.03.2018 15:11:28.187,-3283679,,,,,,,
07.03.2018 15:11:28.195,,-3215753,,,,,,
07.03.2018 15:11:28.202,,,-3193451,,,,,
07.03.2018 15:11:28.210,,,,-3119754,,,,
07.03.2018 15:11:28.217,-3292514,,,,,,,
07.03.2018 15:11:28.225,,-3223244,,,,,,
07.03.2018 15:11:28.232,,,-3199606,,,,,
07.03.2018 15:11:28.240,,,,-3125222,,,,
07.03.2018 15:11:27.277,,,,,,-0.24609375,0.3203125,-0.9609375
07.03.2018 15:11:27.297,,,,,,-0.2890625,0.29296875,-0.9296875
07.03.2018 15:11:27.317,,,,,,-0.36328125,0.2890625,-1.1171875
07.03.2018 15:11:27.337,,,,,,-0.28125,0.140625,-0.8984375
07.03.2018 15:11:27.357,,,,,,-0.20703125,0.27734375,-0.86328125
07.03.2018 15:11:27.377,,,,,,-0.078125,0.24609375,-1.23828125
07.03.2018 15:11:28.247,-3295327,,,,,,,
07.03.2018 15:11:28.255,,-3226263,,,,,,
07.03.2018 15:11:28.262,,,-3202244,,,,,
07.03.2018 15:11:28.270,,,,-3126785,,,,
07.03.2018 15:11:28.277,-3295729,,,,,,,
07.03.2018 15:11:28.285,,-3225257,,,,,,
07.03.2018 15:11:28.292,,,-3199926,,,,,
07.03.2018 15:11:28.300,,,,-3123509,,,,
07.03.2018 15:11:28.307,-3292126,,,,,,,
07.03.2018 15:11:28.315,,-3219223,,,,,,
07.03.2018 15:11:28.322,,,-3191261,,,,,
07.03.2018 15:11:28.330,,,,-3111538,,,,
07.03.2018 15:11:28.337,-3276821,,,,,,,
07.03.2018 15:11:28.345,,-3201259,,,,,,
07.03.2018 15:11:28.352,,,-3173371,,,,,
07.03.2018 15:11:28.360,,,,-3096009,,,,
07.03.2018 15:11:28.367,-3265248,,,,,,,
07.03.2018 15:11:28.375,,-3194820,,,,,,
07.03.2018 15:11:28.382,,,-3171334,,,,,
07.03.2018 15:11:28.390,,,,-3100279,,,,
07.03.2018 15:11:28.397,-3274206,,,,,,,
07.03.2018 15:11:28.405,,-3208142,,,,,,
07.03.2018 15:11:28.412,,,-3189477,,,,,
07.03.2018 15:11:28.420,,,,-3120973,,,,
07.03.2018 15:11:28.427,-3296299,,,,,,,
07.03.2018 15:11:28.435,,-3230924,,,,,,
07.03.2018 15:11:28.442,,,-3215326,,,,,
07.03.2018 15:11:28.450,,,,-3147350,,,,
07.03.2018 15:11:28.457,-3321082,,,,,,,
07.03.2018 15:11:28.465,,-3252219,,,,,,
07.03.2018 15:11:28.472,,,-3232621,,,,,
07.03.2018 15:11:28.480,,,,-3161433,,,,
07.03.2018 15:11:29.993,,,,,25.4883,,,
07.03.2018 15:11:27.397,,,,,,0.04296875,0.48046875,-0.6796875
07.03.2018 15:11:27.417,,,,,,0.0859375,0.65625,-0.8984375
07.03.2018 15:11:27.437,,,,,,0.125,0.65625,-0.75390625
07.03.2018 15:11:27.457,,,,,,0.03515625,0.48046875,-0.921875
07.03.2018 15:11:27.477,,,,,,-0.03125,0.421875,-0.58984375
07.03.2018 15:11:27.497,,,,,,-0.01953125,0.48828125,-0.78515625
07.03.2018 15:11:28.488,-3334372,,,,,,,
07.03.2018 15:11:28.495,,-3269269,,,,,,
07.03.2018 15:11:28.503,,,-3257214,,,,,
07.03.2018 15:11:28.510,,,,-3194854,,,,
07.03.2018 15:11:28.518,-3370194,,,,,,,
07.03.2018 15:11:28.525,,-3304386,,,,,,
07.03.2018 15:11:28.533,,,-3288121,,,,,
07.03.2018 15:11:28.540,,,,-3221094,,,,
07.03.2018 15:11:28.548,-3391638,,,,,,,
07.03.2018 15:11:28.555,,-3321913,,,,,,
07.03.2018 15:11:28.563,,,-3303254,,,,,
07.03.2018 15:11:28.570,,,,-3235699,,,,
07.03.2018 15:11:28.578,-3404406,,,,,,,
07.03.2018 15:11:28.585,,-3332954,,,,,,
07.03.2018 15:11:28.593,,,-3313045,,,,,
07.03.2018 15:11:28.600,,,,-3241834,,,,
07.03.2018 15:11:28.608,-3405456,,,,,,,
07.03.2018 15:11:28.615,,-3330449,,,,,,
07.03.2018 15:11:28.623,,,-3309432,,,,,
07.03.2018 15:11:28.630,,,,-3238569,,,,
07.03.2018 15:11:28.638,-3403387,,,,,,,
07.03.2018 15:11:28.645,,-3327354,,,,,,
07.03.2018 15:11:28.653,,,-3305793,,,,,
07.03.2018 15:11:28.660,,,,-3234125,,,,
07.03.2018 15:11:28.668,-3399247,,,,,,,
07.03.2018 15:11:28.675,,-3323371,,,,,,
07.03.2018 15:11:28.683,,,-3302077,,,,,
07.03.2018 15:11:28.690,,,,-3231106,,,,
07.03.2018 15:11:28.698,-3397036,,,,,,,
07.03.2018 15:11:28.705,,-3321856,,,,,,
07.03.2018 15:11:28.713,,,-3300904,,,,,
07.03.2018 15:11:28.720,,,,-3229677,,,,
07.03.2018 15:11:27.517,,,,,,-0.09375,0.3828125,-0.78515625
07.03.2018 15:11:27.537,,,,,,-0.1015625,0.4375,-0.79296875
07.03.2018 15:11:27.557,,,,,,-0.0703125,0.52734375,-0.88671875
07.03.2018 15:11:27.577,,,,,,-0.0859375,0.49609375,-0.87890625
07.03.2018 15:11:27.597,,,,,,-0.09765625,0.5,-0.875
07.03.2018 15:11:27.617,,,,,,-0.1015625,0.484375,-0.9296875
